index,Company,Country,Rating,Whisky,Collection,lon,lat
475,Hali'imaile Distilling Co.,United States,0.00,1,2,-156.3400615,20.8690453
476,Hamilton Distillers,United States,81.90,6,15,-110.9933459,32.2475493
477,Hanyu,Japan,88.87,166,3486,139.5794718,35.9253022
478,Harald Keckeis,Austria,67.71,3,4,9.6413706,47.2681638
481,Hausbrauerei Altstadthof,Germany,82.21,37,98,11.0748632,49.4569762
482,Hausbrennerei Hettig,Germany,71.00,1,3,7.9809322,48.5065994
484,Healey's Cornish Cyder Farm,United Kingdom,87.50,4,14,-5.1284321,50.3107738
485,"Heaven Hill Distilleries, Inc.",United States,83.63,654,6029,-85.4641269,37.7949751
486,Helios Distillery,Japan,76.54,3,18,138.2529240,36.2048240
487,Helios Distillery,Japan,76.54,3,18,138.2529240,36.2048240
488,Helios Distillery,Japan,76.54,3,18,138.2529240,36.2048240
489,Helios Distillery,Japan,76.54,3,18,138.2529240,36.2048240
490,Hellyers Road Distillery,Australia,80.23,28,247,145.9083315,-41.0886377
491,Henry Farms Prairie Spirits,United States,0.00,7,4,-89.4150417,43.2882308
492,Hepp,France,78.21,28,76,7.6187435,48.8496550
493,Heritage Distilling Company,United States,79.25,11,2,-122.5823059,47.3106061
495,Hiebl Destillerie,Austria,0.00,1,1,14.5622311,48.1440121
496,Hierber Brennerei,Luxembourg,51.00,1,2,6.4254356,49.7075162
497,High West Distillery,United States,84.21,97,673,-111.4985493,40.6464897
498,HighGlen Whisky Distillery,Switzerland,78.33,5,10,10.4174025,46.6003202
500,Highwood Distillers,Canada,80.98,17,100,-113.8672410,50.5741900
501,Hillrock Estate Distillery,United States,84.44,4,42,-73.6264990,42.0262910
502,Hiram Walker,Canada,78.05,100,625,-106.3467710,56.1303660
503,Hiram Walker,Canada,78.05,100,625,-106.3467710,56.1303660
505,Höllberg Brennerei,Germany,48.00,1,3,8.0845600,48.5301200
506,Hollen,Switzerland,77.59,36,65,7.6707902,47.3840734
507,Homberg KG Weinbrennerei - Schloss Magenheim,Germany,0.00,1,1,9.0341654,49.0428391
508,Hood River Distillers Inc.,United States,71.39,7,40,-121.5135644,45.7089905
509,Horstman Destilleerderij,Netherlands,69.54,4,19,7.0131814,52.2601859
510,House Spirits Distillery,United States,84.00,7,21,-122.6590832,45.5082821
511,Humbel Distillery,Switzerland,74.69,21,32,8.3035955,47.4004254
512,Hven,Sweden,82.05,12,863,12.6948777,55.9154227
514,Ingendael,Belgium,85.00,2,1,5.7391583,50.9484989
515,Iron Smoke,United States,0.00,1,3,-76.7966215,42.9106219
516,Ironbridge Spirit Company,United Kingdom,0.00,1,2,-2.5208129,52.7008197
530,It's 5 Artisan Distillery,United States,75.00,2,2,-120.4661102,47.5209919
531,Ivy Mountain,United States,0.00,2,1,-83.4536844,34.5656244
533,J. Riley Distillery ,United States,0.00,1,1,-117.2189983,34.0620412
534,Jack Daniel's,United States,77.98,381,7548,-86.3683442,35.2852833
535,James Sedgwick,South Africa,78.94,17,375,18.9861703,-33.6439473
536,Jersey Spirits Distilling Co.,United States,0.00,1,1,-74.3166401,40.8584670
538,Jim Beam,United States,78.90,474,6575,-85.6527829,37.9312682
539,Joh. B. Geuting,Germany,75.52,18,94,6.5703300,51.8691800
540,John Distilleries,India,84.32,84,1378,78.9628800,20.5936840
541,John Distilleries,India,84.32,84,1378,78.9628800,20.5936840
542,John Distilleries,India,84.32,84,1378,78.9628800,20.5936840
544,John's Lane Distillery,Ireland,85.06,17,35,-6.2804912,53.3430446
545,Jones Road Distillery,Ireland,84.75,2,1,-6.2603097,53.3498053
546,Jones Road Distillery,Ireland,84.75,2,1,-6.2603097,53.3498053
547,Jones Road Distillery,Ireland,84.75,2,1,-6.2603097,53.3498053
548,Jos. A. Magnus & Co.,United States,90.75,5,13,-76.9814350,38.9148570
550,Journeyman Distillery,United States,85.10,41,56,-86.6115642,41.8027594
551,Kaerilis,France,84.34,12,17,-3.1545455,47.3456800
552,Kagoshima,Japan,86.44,7,69,130.5159130,31.5416010
553,Kalkwijck Distillers,Netherlands,79.58,7,159,6.5926629,52.4651138
554,Kampen Destillateurs,Netherlands,0.00,8,46,4.0967071,51.6644125
555,Kanosuke,Japan,0.00,1,1,130.3356139,31.6094791
556,Karuizawa,Japan,88.71,529,13655,138.5847245,36.5928337
557,Kauzen Bräu,Germany,76.81,7,36,10.0720204,49.6578369
558,Kavalan,Taiwan,86.75,925,8610,121.6918385,24.7138799
559,Kawasaki,Japan,90.13,17,344,139.7024039,35.5298198
562,Kentucky Bourbon Distillers,United States,84.76,459,1444,-85.4593812,37.7872778
563,Kentucky Peerless Distilling Co.,United States,89.00,3,6,-85.7667446,38.2586360
566,Kilbeggan Distillery,Ireland,82.23,14,63,-7.4997261,53.3685447
567,Kings County Distillery,United States,75.15,13,51,-73.9726753,40.7033193
570,Kinzigbrennerei,Germany,73.44,15,22,8.0283800,48.3358800
571,Kiwi Spirit Distillery Ltd.,New Zealand,62.00,3,1,173.2839653,-41.2706319
573,Kleinbrennerei Fitzke,Germany,74.00,4,10,7.8261382,48.2192531
580,Kord Distillery,Czech Republic,0.00,1,1,15.7927419,50.2025144
581,Kornbrennerei Gerhard Wagner,Germany,66.33,5,6,8.1775249,50.3309999
582,Kornbrennerei J.J. Kemper,Germany,84.43,2,14,7.8492229,51.0308863
583,KOVAL Distillery,United States,76.91,52,211,-87.6740245,41.9749864
584,Kozuba & Sons Distillery,United States,0.00,2,2,-82.6599059,27.7662558
585,Kuenz Naturbrennerei,Austria,90.50,2,7,12.8455499,46.8212817
586,Kümin Weinbau,Switzerland,74.13,5,15,8.7549209,47.2062027
587,Kymsee Whisky,Germany,78.43,6,33,12.5422378,47.8507680
588,Kyrö Distillery Company,Finland,79.06,11,57,22.3529731,62.9842215
590,Lagler,Austria,80.63,4,19,7.4478140,46.9478438
591,Lahnsteiner Brauerei,Germany,68.25,2,16,7.6079135,50.2990881
592,Lake George Distilling Co.,United States,77.50,3,6,-73.5021219,43.3836707
593,Lambay Irish Whiskey Company,Ireland,78.50,1,4,-6.2537625,53.3354484
595,Langatun,Switzerland,82.30,165,609,7.7992664,47.2199774
596,Lark Distillery,Australia,82.00,66,115,147.3319837,-42.8828986
597,Las Vegas Distillery,United States,80.41,16,10,-115.0192590,36.0543807
598,Last Mountain Distillery,Canada,77.50,4,9,-94.6163580,39.1139886
599,Lava Bräu Braumanufaktur,Austria,54.00,20,6,15.8664182,47.0006149
600,Lawrenceburg Distillery ,United States,81.22,16,63,-84.8556950,39.0924490
601,Laws Whiskey House,United States,83.33,10,5,-104.9884019,39.6907065
602,LB Distillers,Canada,79.67,3,5,-106.6520042,52.1669955
603,Lebe & Geniesse - Langenrohr,Austria,84.25,4,3,16.0120292,48.3090420
604,Lechtaler Haussegen,Austria,0.00,2,3,10.4339135,47.2876235
605,Leopold Bros,United States,70.59,6,19,-104.8518742,39.7873698
606,Lexington Brewing and Distilling Co.,United States,76.70,7,24,-84.5095608,38.0498626
607,Liber,Spain,70.67,1,17,-3.5985571,37.1773363
608,Liberty Call Distillery,United States,0.00,1,1,-116.9685472,32.7301234
609,Likörfabrik Mikolasch,Austria,0.00,1,1,16.3738189,48.2081743
610,Limeburners,Australia,77.05,20,15,117.8477499,-35.0409184
611,Limeburners,Australia,77.05,20,15,117.8477499,-35.0409184
612,Limestone Branch Distillery,United States,84.22,14,34,-85.2719756,37.5818055
614,Lo Artisan Distillery,United States,0.00,1,1,-87.5424410,44.7496650
615,Lobangernich,Germany,75.34,4,7,16.3517810,48.2107018
616,London Distillers (K) Ltd.,Kenya,56.00,2,2,36.8302738,-1.3003974
618,Long Island Spirits,United States,81.78,23,19,-72.7530943,40.9562235
619,Longhorn Distillery,Germany,0.00,3,3,11.6672841,49.8147539
620,Los 2 Compadres,Mexico,81.00,3,1,-105.3149479,20.5122192
621,Lost Spirits Distillery,United States,72.47,21,152,-121.8946761,36.6002378
622,Louisville Distilling Co LLC,United States,83.41,22,325,-95.7128910,37.0902400
624,Lüthy,Switzerland,81.32,31,121,8.0557550,47.3443174
625,Luxco,United States,80.76,67,286,-90.2745579,38.6037395
626,Lynchburg Distillery,United States,0.00,1,4,-95.7128910,37.0902400
627,Lynchburg Distillery,United States,0.00,1,4,-95.7128910,37.0902400
628,Lynchburg Distillery,United States,0.00,1,4,-95.7128910,37.0902400
629,Lynchburg Distillery,United States,0.00,1,4,-95.7128910,37.0902400
630,Lynchburg Distillery,United States,0.00,1,4,-95.7128910,37.0902400
631,Lynchburg Distillery,United States,0.00,1,4,-95.7128910,37.0902400
632,Lynchburg Distillery,United States,0.00,1,4,-95.7128910,37.0902400
633,Lynchburg Distillery,United States,0.00,1,4,-95.7128910,37.0902400
634,Lynchburg Distillery,United States,0.00,1,4,-95.7128910,37.0902400
635,Lynchburg Distillery,United States,0.00,1,4,-95.7128910,37.0902400
636,Lynchburg Distillery,United States,0.00,1,4,-95.7128910,37.0902400
637,Macardo,Switzerland,78.67,13,18,9.0146910,47.5515860
638,Mackmyra,Sweden,82.27,241,11297,17.1021146,60.6631083
639,Mad River Distillers,United States,79.50,2,3,-72.9175431,44.2024842
640,Mahrs Bräu,Germany,0.00,1,1,10.9062801,49.8898923
642,Maison Du Vigneron,France,83.00,2,8,5.6674441,46.6889252
643,"Maker''s Mark Distillery, Inc.",United States,81.54,196,1856,-85.3494543,37.6481072
644,Malibreiz,France,65.00,1,1,-1.6122393,48.0821222
645,Manly Spirits Co. Distillery,Australia,0.00,1,1,151.2777573,-33.7640995
646,Marder Distillery,Germany,79.62,8,54,8.1293805,47.6494195
647,Marillenhof - Destillerie - Kausl,Austria,69.33,7,15,15.4748897,48.3896089
648,Märkische Spezialitätenbrennerei KG,Germany,76.00,11,38,7.5357476,51.3050222
652,Matsui Shuzo,Japan,77.78,18,161,135.5021651,34.6937378
654,McCormick Distilling Co.,United States,73.96,9,70,-94.9017149,39.4111533
655,McDowell's,India,49.25,5,16,78.9628800,20.5936840
656,McDowell's,India,49.25,5,16,78.9628800,20.5936840
657,McDowell's,India,49.25,5,16,78.9628800,20.5936840
660,McHenry Distillery,Australia,84.00,2,2,147.8080088,-43.1549045
661,McHenry Distillery,Australia,84.00,2,2,147.8080088,-43.1549045
662,Meissener Spezialitätenbrennerei,Germany,80.17,2,16,13.4908370,51.1235334
664,MGP,United States,84.51,58,44,-95.1147851,39.5615170
665,Michelehof,Austria,0.00,1,9,9.6934181,47.4881532
666,Michter's Distillery,United States,85.11,148,1018,-85.7881460,38.2149069
667,Middle West Spirits,United States,77.50,5,8,-83.0043693,39.9875457
668,Midleton (1975-),Ireland,82.89,389,15051,-8.1681261,51.9136762
669,Mile High Spirits,United States,0.00,1,1,-104.9893604,39.7545102
670,Minhas Distillery,United States,67.67,3,4,-89.6411157,42.5992421
671,Mississippi River Distilling Company,United States,81.00,13,13,-90.3433260,41.5997739
673,Miyagikyo,Japan,86.08,229,9864,140.8693558,38.2682150
674,Miyashita Sake Brewery,Japan,77.67,6,11,138.2529240,36.2048240
675,Miyashita Sake Brewery,Japan,77.67,6,11,138.2529240,36.2048240
676,Miyashita Sake Brewery,Japan,77.67,6,11,138.2529240,36.2048240
677,Miyashita Sake Brewery,Japan,77.67,6,11,138.2529240,36.2048240
678,Monde Shuzou,Japan,66.82,8,402,138.2529240,36.2048240
679,Monde Shuzou,Japan,66.82,8,402,138.2529240,36.2048240
680,Monde Shuzou,Japan,66.82,8,402,138.2529240,36.2048240
681,Monde Shuzou,Japan,66.82,8,402,138.2529240,36.2048240
683,Moon Harbour,France,79.35,3,43,-0.5783652,44.8508963
684,Mosgaard Whisky,Denmark,73.75,3,7,10.7531830,55.1179460
686,Mosterei & Brennerei Kobelt,Switzerland,70.00,3,8,9.5687594,47.3917115
687,Mountain Laurel Spirits,United States,80.03,11,59,-74.8519293,40.1039963
688,Murree Brewery,Pakistan,4.00,7,2,69.3451160,30.3753210
689,Myer Farm Distillers,United States,79.50,4,5,-76.7319567,42.6689518
691,Mykulynetsky Brovar,Ukraine,16.80,5,13,-83.1916937,42.3049172
692,Nagahama,Japan,79.00,3,12,135.8685899,35.0045306
694,Nant Distillery,Australia,83.00,16,43,147.0088638,-42.3523845
695,Nantou Distillery,Taiwan,84.18,88,183,120.7054532,23.9196738
696,Nelson's Green Brier Distillery,United States,86.92,11,34,-86.7982093,36.1635167
698,Nestville Distillery,Slovakia,74.09,12,65,20.6307616,49.3033240
700,New England Distilling,United States,0.00,1,3,-70.3151942,43.7080615
701,New Holland Brewing,United States,82.98,11,32,-86.1042191,42.7900534
702,New Riff Distilling,United States,0.00,7,6,-84.4883660,39.1004380
703,New World Whisky Distillery,Australia,85.74,28,172,144.9392182,-37.8292568
704,New York Distilling Company  ,United States,82.13,2,11,-73.9487971,40.7186103
706,Niederrhein Destille,Germany,73.00,2,6,6.3029560,51.8136146
708,Nishinomiya,Japan,86.31,28,625,135.3600573,34.7364776
709,NORDIK Edelbrennerei & Spirituosenmanufaktur,Germany,60.67,4,2,9.7059659,53.5259528
710,Nordisk Brænderi,Denmark,83.71,11,50,9.3832184,57.1251846
712,Norrtelje Brenneri,Sweden,75.92,4,98,18.5596418,59.8071097
713,North of 7 Distillery,Canada,85.00,3,1,-75.6258963,45.4057001
715,Northmaen,France,69.42,4,31,1.4356600,49.5372490
716,Number Nine Spirituosenmanufaktur GmbH,Germany,79.50,13,66,10.3523900,51.4260700
718,Nyborg Distillery,Denmark,81.00,6,16,9.5017850,56.2639200
719,Nyborg Distillery,Denmark,81.00,6,16,9.5017850,56.2639200
720,Nyborg Distillery,Denmark,81.00,6,16,9.5017850,56.2639200
727,Ohishi Distillery,Japan,79.22,3,13,130.9881817,32.2965432
728,Okanagan Spirits,Canada,83.00,7,6,-119.2640430,50.2846155
729,Old Comber,Ireland,87.55,3,20,-8.2438900,53.4129100
730,Old Comber,Ireland,87.55,3,20,-8.2438900,53.4129100
731,Old Comber,Ireland,87.55,3,20,-8.2438900,53.4129100
732,Old Comber,Ireland,87.55,3,20,-8.2438900,53.4129100
733,Old Crow Distillery,United States,80.67,18,31,-84.8222929,38.1356655
735,Old Forge Distillery,United States,85.33,3,3,-83.5502454,35.7898842
737,Old Grand-Dad Distillery,United States,82.70,37,30,-84.8635294,38.1877885
738,Old Hobart Distillery,Australia,82.34,25,59,147.3271949,-42.8821377
739,Old Midleton (1825-1975),Ireland,86.88,22,33,-8.2438900,53.4129100
740,Old Midleton (1825-1975),Ireland,86.88,22,33,-8.2438900,53.4129100
741,Old Midleton (1825-1975),Ireland,86.88,22,33,-8.2438900,53.4129100
742,Old Midleton (1825-1975),Ireland,86.88,22,33,-8.2438900,53.4129100
743,Old Nick Williams Co.,United States,0.00,1,1,-80.4715170,36.0727590
744,Old Pogue,United States,82.86,3,19,-83.7800043,38.6622942
745,Old Raven,Austria,82.52,25,44,16.1109143,47.3871187
746,Old Rip van Winkle,United States,87.64,48,1093,-85.6885253,38.2602711
747,Old Sandhill,Germany,77.17,4,6,12.5867897,52.1368898
750,Old Tahoe Distillery,United States,83.00,1,4,-118.7770407,39.4748693
752,Ole Smoky Distillery,United States,30.25,7,138,-83.5195319,35.7109416
753,Oola Distillery,United States,0.00,3,6,-122.3145832,47.6131426
754,Oppidan Spirits,United States,0.00,1,1,-87.9197672,42.1289846
755,Oregon Spirit Distillers,United States,80.00,2,5,-121.2987096,44.0781960
756,Öufi-Brauerei,Switzerland,82.50,6,10,7.5256837,47.2118469
757,Ozark Distillery,United States,0.00,1,1,-92.7069032,38.1331808
759,Palmetto Distillery,United States,0.00,2,3,-82.6521930,34.5028620
760,Panimoravintola Beer Hunter's,Finland,82.63,10,10,21.7951704,61.4853441
762,Panther Distillery,United States,68.50,5,5,-95.1472752,45.8644968
763,Parliament Distillery,United States,50.50,2,1,-122.2457054,47.2345277
764,Patrick Breindl,Switzerland,65.00,1,1,8.2275120,46.8181880
765,Peach Street Distillers,United States,78.25,3,9,-108.3529393,39.1112417
766,Pearse Lyons Distillery,Ireland,79.29,9,26,-6.2896018,53.3436846
767,Peloni,Italy,75.67,2,5,10.3762361,46.4670971
768,Pelter Distillery,Israel,78.50,1,7,34.8516120,31.0460510
769,Pemberton Distillery,Canada,82.00,5,9,-122.7259409,50.3156740
770,Penderyn,United Kingdom,82.78,108,1856,-3.5214459,51.7637393
772,Peter Affenzeller,Austria,68.97,6,12,14.4398836,48.3994628
773,Pfanner,Austria,75.66,9,37,9.7312128,47.4736659
774,Pfau Brennerei,Austria,59.50,4,8,14.2867989,46.6443667
776,Piedmont Distillers,United States,78.25,6,24,-79.9571503,36.3879135
777,Pittsburgh Distilling Company,United States,79.00,20,8,-79.9815790,40.4542766
778,Popcorn Sutton Distillery,United States,60.00,3,8,-83.2253375,35.9755334
779,Port Chilkoot Distillery,United States,0.00,2,2,-135.4419165,59.2282797
780,Potter,Canada,83.18,8,41,-119.4879215,49.8948064
781,Pradlo Distillery,Czech Republic,77.46,5,449,15.4729620,49.8174920
782,Praskoveya Winery,Russian Federation,58.17,5,5,43.5202140,44.6680993
783,Preussische Whisky Destillerie,Germany,69.96,35,59,14.0739100,53.1050700
784,Prichard's,United States,80.28,13,58,-86.4619207,35.1273000
786,Privatbrauerei Friedrich Düll,Germany,76.94,4,7,10.2888800,49.8856700
787,Puni,Italy,78.26,20,454,10.5609080,46.6707203
788,R. Jelínek,Czech Republic,85.57,31,614,17.8356582,49.2142413
789,Rabbit Hole Distilling,United States,0.00,3,7,-85.7394380,38.2523240
790,Rabel,Germany,55.55,6,53,9.4256542,48.5771308
791,Radermacher,Belgium,74.65,7,161,6.1218615,50.6715756
792,Radico Khaitan Ltd,India,73.07,7,49,79.0288569,28.7934877
794,Ranger Creek,United States,78.25,8,27,-98.3970505,29.5293802
795,Ransom,United States,84.11,6,17,-123.4643519,45.0938130
796,Re:Find,United States,0.00,1,2,-120.7413262,35.6509034
797,Rebecca Creek Distillery,United States,0.00,1,2,-98.4546271,29.6943675
799,Reisetbauer,Austria,66.43,13,81,14.1166488,48.2551159
800,Reservoir Distillery,United States,82.00,12,10,-77.4682670,37.5695319
801,Rich Grain Distilling Co.,United States,0.00,1,2,-90.0388881,32.6123279
803,Rittmeister Destille,Germany,72.00,1,1,12.1039917,54.0630306
804,Robert Meisner GmbH & Co. KG,Germany,0.00,2,3,9.0979488,54.1974287
805,Rock Town,United States,80.67,28,91,-92.2569733,34.7422910
806,Rogue Spirits,United States,69.13,2,29,-95.7128910,37.0902400
807,Rogue Spirits,United States,69.13,2,29,-95.7128910,37.0902400
808,Rogue Spirits,United States,69.13,2,29,-95.7128910,37.0902400
809,Rogue Spirits,United States,69.13,2,29,-95.7128910,37.0902400
810,Rogue Spirits,United States,69.13,2,29,-95.7128910,37.0902400
811,Rogue Spirits,United States,69.13,2,29,-95.7128910,37.0902400
812,Rogue Spirits,United States,69.13,2,29,-95.7128910,37.0902400
813,Rogue Spirits,United States,69.13,2,29,-95.7128910,37.0902400
814,Rogue Spirits,United States,69.13,2,29,-95.7128910,37.0902400
815,Rogue Spirits,United States,69.13,2,29,-95.7128910,37.0902400
816,Rogue Spirits,United States,69.13,2,29,-95.7128910,37.0902400
819,Rothaus,Germany,76.53,22,277,8.2449300,47.7955000
820,RoughStock,United States,74.59,15,49,-111.1865657,45.6621686
821,Royal Brewhouse,Indonesia,75.50,4,2,106.7353655,-6.1348636
822,Rugenbräu,Switzerland,82.89,44,197,7.8550596,46.6706144
824,Sächsische Spirituosenmanufaktur,Germany,74.50,1,2,14.4197603,51.0906526
826,Sagamore Spirit Distillery,United States,0.00,1,1,-76.6161796,39.2634099
829,Salm Bräu,Austria,0.00,1,1,16.3808610,48.1966670
830,Sammerhof,Austria,88.00,2,1,13.9194478,47.9646773
831,Samuel Smith & Son,Australia,84.00,7,30,151.1952468,-33.9111024
832,San Diego Distillery,United States,0.00,3,3,-116.9684552,32.7285919
833,Santa Fe Spirits,United States,82.45,5,19,-106.0654260,35.6360914
834,Säntisblick Destillerie Ltd.,Switzerland,56.46,6,20,9.2202572,47.4799965
835,Sasanokawa Shuzo,Japan,83.70,20,327,136.5783003,34.9511957
836,Sauerländer Edelbrand GmbH,Germany,83.84,8,44,8.4186808,51.4533698
837,Savage & Cooke,United States,84.00,2,2,-122.2724704,38.0954755
838,Schäffler Bräu,Germany,79.50,1,1,10.1272680,47.5973320
839,Schlitzer Korn- & Edelobstbrennerei GmbH,Germany,69.18,12,71,9.5577412,50.6752309
840,Schloss Marienburg - Spirituosenwerke - Heinrich Nagel KG,Germany,0.00,1,1,9.7381294,52.1211249
841,Schlossbrauerei Autenried GmbH,Germany,76.00,1,2,10.2535300,48.3641600
842,Schwane Destillerie,Germany,83.67,6,14,10.2309327,49.8639895
843,Scissortail Distillery,United States,0.00,2,1,-97.4977942,35.3583474
844,Scriptor Brennerei,Germany,0.00,5,13,8.3820478,48.9887823
847,Sempione Distillery,Switzerland,80.00,4,6,7.9668521,46.3089614
848,Seppelbauer,Austria,0.00,1,1,14.9019800,48.0931250
850,Shelter Distilling,United States,0.00,1,1,-118.9857478,37.6504559
851,Shelter Point Distillery,Canada,86.89,7,24,-125.1288050,49.8783492
852,Shinshu Mars,Japan,86.05,136,1830,137.9443071,35.7689044
859,Sibling Distillery,United Kingdom,54.00,5,5,-2.0274959,51.8771110
872,Sinnesfreuden Neber-Hagemann,Austria,0.00,1,3,15.3597622,47.4751598
873,Six & Twenty Distillery,United States,0.00,1,2,-95.7128910,37.0902400
875,Slane,Ireland,76.83,3,8,-6.5436512,53.7086474
876,Sliabh Liag Distillery,Ireland,61.67,1,2,-8.6338260,54.6543630
877,Slyrs,Germany,77.33,118,2210,11.8853022,47.7025799
878,Small-Brook,Luxembourg,81.22,6,26,6.3533500,49.7174000
879,Smögen Whisky,Sweden,85.77,34,1904,11.3120520,58.4253962
880,Smooth Ambler Spirits,United States,83.96,142,319,-80.4004218,37.8647140
882,Sonnenbräu,Switzerland,78.38,6,12,9.5852299,47.3996303
883,Sonnenscheiner,Germany,73.08,5,50,7.2915520,51.4259728
884,Sonoma County Distilling Co. ,United States,83.77,26,72,-122.7097990,38.3564602
885,Sons of Liberty,United States,78.50,6,12,-71.5048907,41.4546264
887,Southern Coast Distillers,Australia,83.50,8,3,133.7751360,-25.2743980
888,Southern Coast Distillers,Australia,83.50,8,3,133.7751360,-25.2743980
889,Southern Distilleries Ltd.,New Zealand,40.50,6,5,171.2541481,-44.3965631
892,Southern Grain Spirits,New Zealand,65.33,1,4,172.6508828,-43.3865594
893,Southern Tier Distilling Co.,United States,0.00,2,2,-79.3482492,42.0889242
894,Sperbers Destillerie,Germany,84.00,3,3,10.7987892,50.0649046
895,Sperling Silver Distillery,Canada,60.00,1,2,-104.6187166,50.4447316
898,Spezialitätenbrennerei Weidhof,Switzerland,74.00,4,13,7.8793076,47.4637240
899,Spirit Hound Distillers,United States,81.00,1,2,-105.2560975,40.2156306
900,Spirit of Yorkshire Distillery,United Kingdom,89.00,3,10,-0.3093221,54.1726381
901,Spirit Works Distillery,United States,0.00,1,1,-122.8219096,38.4043269
902,Split Rock Distillery,United States,81.33,1,1,-69.6030195,44.0111792
903,Spreewald Brennerei,Germany,73.75,13,98,13.8905428,52.0284898
904,Spreewood Distillers,Germany,77.56,6,41,13.8905428,52.0284898
917,St. George Spirits,United States,78.63,16,66,-122.3091572,37.7876159
918,St. George's Distillery,United Kingdom,79.77,242,1098,0.9127486,52.4521246
919,St. Kilian Distillers,Germany,81.31,12,349,9.1852768,49.7108799
920,St. Patrick's Distillery,Ireland,80.78,5,43,-8.4863157,51.8968917
923,Stadsbrouwerij De Hemel,Netherlands,52.33,4,20,5.8642185,51.8484584
924,Stammheimer,Switzerland,72.67,3,11,8.7803448,47.6339247
926,Stark Spirits Distillery,United States,0.00,5,2,-118.1586050,34.1688006
927,Starkenberg,Austria,71.91,4,46,10.7542345,47.2616116
928,Starlight Distillery,United States,0.00,4,3,-85.9287525,38.4227110
929,Stauning,Denmark,78.18,56,1051,8.4240733,55.9478268
931,Steigmiller-Lutz,Germany,70.00,1,2,9.8295884,48.0613322
932,Stein Distillery Inc.,United States,87.17,7,36,-117.2296119,45.3577706
933,Steinhauser,Germany,79.91,10,58,9.5972366,47.6047290
934,Steinwälder Hausbrennerei Schraml,Germany,59.75,12,41,12.0481118,49.8403989
935,Still Waters Distillery,Canada,79.75,23,47,-79.4891275,43.8168324
936,StilltheOne,United States,83.00,2,2,-73.6598294,40.9977427
937,Stillwater Spirits / Moylan's Distilling Co.,United States,0.00,5,5,-122.6309168,38.2311491
938,Stitzel-Weller,United States,85.34,250,286,-95.7128910,37.0902400
939,Stitzel-Weller,United States,85.34,250,286,-95.7128910,37.0902400
940,Stitzel-Weller,United States,85.34,250,286,-95.7128910,37.0902400
941,Stitzel-Weller,United States,85.34,250,286,-95.7128910,37.0902400
942,Stitzel-Weller,United States,85.34,250,286,-95.7128910,37.0902400
943,Stitzel-Weller,United States,85.34,250,286,-95.7128910,37.0902400
944,Stitzel-Weller,United States,85.34,250,286,-95.7128910,37.0902400
945,Stitzel-Weller,United States,85.34,250,286,-95.7128910,37.0902400
946,Stitzel-Weller,United States,85.34,250,286,-95.7128910,37.0902400
947,Stitzel-Weller,United States,85.34,250,286,-95.7128910,37.0902400
948,Stitzel-Weller,United States,85.34,250,286,-95.7128910,37.0902400
949,Stoaninger,Austria,77.50,1,2,13.9254432,48.4757829
950,Stock Plzeň,Czech Republic,57.25,4,14,13.4194268,49.7319492
951,Stöfflbräu,Austria,72.50,1,4,12.1417626,47.5357209
952,Stokerij De Molenberg,Belgium,79.22,13,1129,4.3822816,51.0463896
953,Stokerij De Onrust,Netherlands,60.34,3,12,5.6547785,51.9711124
954,Stokerij Erve Sculte,Netherlands,85.21,8,69,78.2248291,29.5181000
956,Stone Barn Brandyworks,United States,0.00,3,3,-122.6427372,45.4807521
957,Stonecutter Spirits,United States,0.00,1,3,-73.1689033,44.0355565
958,Stranahan's Colorado Whiskey,United States,85.74,21,107,-104.9986335,39.7124280
959,Stratheden,Scotland,0.00,1,1,-3.2360920,56.2922910
960,Strong Spirits,United States,81.67,2,2,-85.4669025,37.8092279
961,Sugarlands Distilling Co.,United States,76.50,2,3,-83.5187231,35.7116743
962,Sullivans Cove,Australia,84.18,91,383,147.4471005,-42.8359899
963,Surselva Bräu,Switzerland,66.25,5,10,9.2890395,46.8267783
964,Sweet Potato Spirits,United States,0.00,1,2,-120.6243305,37.3346140
965,Swhisky,Switzerland,59.42,10,10,7.2516928,46.2078220
966,Taconic Distillery,United States,0.00,6,2,-73.7284384,41.8870699
969,Tatoosh,United States,75.50,3,5,-122.3566566,47.5325643
970,Tattersall Distilling,United States,86.00,1,1,-93.2489399,45.0053825
972,Teeling Whiskey Company,Ireland,81.86,1,27,-6.2757829,53.3391648
973,Teeling Whiskey Distillery,Ireland,71.29,6,98,-6.2757829,53.3391648
974,Teerenpeli,Finland,80.74,29,553,25.6967319,60.9635599
975,Tekel,Turkey,67.67,4,18,35.2433220,38.9637450
976,Telser Distillery,Liechtenstein,77.70,17,36,9.5279950,47.1073165
979,Tesetice Distillery,Czech Republic,0.00,1,1,17.2988946,49.7304416
980,Tevsjö Destilleri,Sweden,49.00,1,2,16.2112466,61.6462241
981,The Belgian Owl,Belgium,78.14,69,730,4.4699360,50.5038870
982,The Belgian Owl,Belgium,78.14,69,730,4.4699360,50.5038870
983,The Cooper Spirits Co.,United States,84.73,3,43,-95.7128910,37.0902400
984,The Cooper Spirits Co.,United States,84.73,3,43,-95.7128910,37.0902400
985,The Cooper Spirits Co.,United States,84.73,3,43,-95.7128910,37.0902400
986,The Cooper Spirits Co.,United States,84.73,3,43,-95.7128910,37.0902400
